"id","nom","nom_normalise","producteur_id","ingredients","ingredients_courts","description","description_courte","categorie_id","sous_categorie_id","conservation","date_creation","biologique","arachides","oeufs","gluten","lactose","photo_id","actif","is_noel","is_cru","is_naturel","is_source_de_confiance_vd","is_vegan","is_format_familial","jour_limite","heure_limite","is_commande_speciale","default_unite_mesure_entree_rapide","default_prix_par_unite_mesure_entree_rapide","code_pour_sku","prochain_code_format_pour_sku","date_desactivation","is_balade_gourmande"
220024,Jus de Pimbina sucré,Jus_de_Pimbina_sucre,189007,"un jus à base de pimbina, eau, sucre brun de canne et acide ascorbique","un jus à base de pimbina, [...]",Le Pimbina est un fortifiant du système immunitaire et aide à éliminer les toxines.,Le Pimbina est un fortifiant du système immunitaire et aide à éliminer  [...],103026,96173,congelo,"2018-08-12 22:20:10",0,0,0,0,0,414029,1,0,0,0,0,0,0,2,20,0,,,10,2,"2020-10-02 19:57:20",0
220026,Cubes brochette/raclette marinés (tomate et basilic),Cubes_brochetteraclette_marines_tomate_et_basilic,167004,"autruche,sel,légumes deshydratés,épices irradiées,fécule de pomme de terre modifiée,sucre,acide citrique,saveur artificielle,gomme guard,agent de conditionnement: bioxidede silicium,huile végétale.","autruche,sel,légumes deshydratés, [...]","La viande d’autruche est une viande rouge à saveur douce. De plus, elle est extrêmement maigre, ne contenant que 2 à 3% de gras. Elle contient beaucoup de protéines, de fer, de phosphore, etc. et très peu de cholestérol. Pour obtenir le maximum de tendreté et avoir un goût à sa pleine mesure, elle ne doit pas être trop cuite.","La viande d’autruche est une viande rouge à saveur douce. De plus, elle  [...]",101153,219025,congelo,"2012-03-03 19:56:33",0,1,1,1,1,186010,0,0,0,0,0,0,0,3,7,0,,,23,2,,0
220043,"Pain miche multi-grains biologique (tranché, sac plastique)",Pain_miche_multi_grains_biologique_tranche_sac_plastique,169011,"farine de blé intégral biologique, levain biologique(eau, farine intégrale), mélange de 9 grains concassés, sel de mer.","farine de blé intégral biologique, [...]",Pain au levain cuit sur feu de bois. Certifié biologique par Québec Vrai.,Pain au levain cuit sur feu de bois. Certifié biologique par Québec Vrai [...],101147,101142,tablette,"2015-01-02 23:23:27",1,0,0,0,1,180008,0,0,0,0,0,0,0,2,23,0,,,16,2,,0
221021,Tournedos d'autruche enrobé de bacon,Tournedos_dautruche_enrobe_de_bacon,167004,"autruche, bacon.",,"La viande d’autruche est une viande rouge à saveur douce. De plus, elle est extrêmement maigre, ne contenant que 2 à 3% de gras. Elle contient beaucoup de protéines, de fer, de phosphore, etc. et très peu de cholestérol. Pour obtenir le maximum de tendreté et avoir un goût à sa pleine mesure, elle ne doit pas être trop cuite.","La viande d’autruche est une viande rouge à saveur douce. De plus, elle  [...]",101153,219025,congelo,"2015-11-02 15:23:36",0,1,1,1,1,185014,0,0,0,0,0,0,0,3,7,0,,,24,3,,0
221026,Autruche fumée à froid,Autruche_fumee_a_froid,167004,"autruche, sel, poivre",,"Idéal comme entrée ou dans la salade.
Suggestion comme entrée: sur une biscotte(toast melba ou autres)y ajouter du fromage philadelphia, gelée de porto ou autres, la viande fumée et des câpres (au choix). 
Se cuisine aussi avec des pâtes froides...laissez aller votre imagination...","Idéal comme entrée ou dans la salade.
Suggestion comme entrée: sur une  [...]",101153,219025,congelo,"2015-09-14 17:08:52",0,1,1,1,1,164004,0,0,0,0,0,0,0,3,7,0,,,25,2,,0
221029,Huile d'autruche naturelle,Huile_dautruche_naturelle,167004,"huile d'autruche, huile de lin biologique.","huile d'autruche, huile de  [...]","Peau sèche, sensible et rugueuse 
Eczéma 
Psoriasis 
Acné 
Brûlures, Coups de Soleil 
Coupures, éraflures 
Piqûres d’insectes 
Douleur musculaire 
Les douleurs de l’arthrite (lubrifie le cartilage) 

L’huile d’autruche LYSTANIA contient de l’huile d’autruche PURE À 100% et de l’huile de lin PURE À 100%. Ensemble elles renforcent davantage l’action pénétrante et énergisante dans la peau.
","Peau sèche, sensible et rugueuse 
Eczéma 
Psoriasis 
Acné 
Brûlures,  [...]",101152,104011,tablette,"2012-03-03 20:34:32",0,1,1,0,0,315023,0,0,0,0,0,0,0,3,7,0,,,26,5,,0
221031,OEUF D'AUTRUCHE DÉCORATIF (VIDE),OEUF_DAUTRUCHE_DECORATIF_VIDE,167004,oeuf,,"Ce sont des oeufs vides, vous pouvez donc les garder naturels ou tout simplement laissez aller votre imagination pour les décorer.","Ce sont des oeufs vides, vous pouvez donc les garder naturels ou tout  [...]",98113,183038,tablette,"2016-10-06 16:26:56",0,1,0,0,0,187020,0,0,0,0,0,0,0,3,12,0,,,27,2,,0
221051,Pain aux noix de Grenoble à 80% biologique (sac papier) ,Pain_aux_noix_de_Grenoble_a_80_biologique_sac_papier,169011,"farine de blé tamisée bio, eau, levain de seigle bio, noix de grenoble, sel de mer","farine de blé tamisée bio, [...]",Pain au levain cuit sur feu de bois. Certifié biologique par Québec Vrai.,Pain au levain cuit sur feu de bois. Certifié biologique par Québec Vrai [...],101147,101142,tablette,"2015-01-02 23:22:50",1,0,0,0,1,186009,0,0,0,0,0,0,0,2,23,0,,,17,2,,0
227002,Cuisse de canard,Cuisse_de_canard,151001,cuisse de canard,,"Les cuisses de canard sont à leur meilleur lorsqu'elles sont cuites doucement dans un bouillon.  Cuisson au four, environ 2h45 à 325°F. La température à atteindre au thermomètre à viande est de 82 °C. La cuisson est terminée lorsque la chair se détache facilement de l'os.
",Les cuisses de canard sont à leur meilleur lorsqu'elles sont cuites doucement  [...],96180,104015,congelo,"2020-03-25 17:32:54",0,1,1,0,0,2120354278,0,0,0,0,0,0,0,3,23,0,,,2,2,"2020-04-17 19:56:27",0
241003,Concombre anglais no 1,Concombre_anglais_no_1,196003,emballé,,"",,98112,99130,frigo,"2014-05-28 01:50:48",1,0,0,0,0,529035,0,0,0,0,0,0,0,1,16,0,,,1,2,,0
241011,"Saucisses gibier, Sans Gluten",Saucisses_gibier_Sans_Gluten,182001,"wapiti, porc, eau, fécule de tapioca, sel, épice, acide ascorbique, moutarde ","wapiti, porc, eau, fécule  [...]",LA MÊME RECETTE QUE LES BOUCHERS UTILISENT POUR LE CHEVREUIL OU L'ORIGNAL MAIS CETTE FOIS C'EST AVEC DU WAPITI.,LA MÊME RECETTE QUE LES BOUCHERS UTILISENT POUR LE CHEVREUIL OU L'ORIGNAL  [...],103028,103027,congelo,"2020-10-28 20:01:51",0,1,1,1,1,2120354658,1,0,0,0,0,0,0,2,13,0,,,1,17,,0
241025,Foie de wapiti,Foie_de_wapiti,182001,foie,,Foie tranché de wapiti. Excellente source de fer,,101153,94138,congelo,"2018-09-20 19:50:54",0,1,1,1,1,2120354525,1,0,0,0,0,0,0,2,13,0,,,2,14,,0
241028,Wapiti haché,Wapiti_hache,182001,wapiti,,"Viande extra-maigre. Lorsque vous faites cuire une livre de viande, il en reste une livre une fois cuite. S'utilise à toutes les sauces. Remplace avantageusement le boeuf dans vos recettes favorites.
Fait d'excellent Wapi-burger!","Viande extra-maigre. Lorsque vous faites cuire une livre de viande, il  [...]",101153,94138,congelo,"2018-11-09 15:10:00",0,1,1,1,1,2120354531,1,0,0,0,0,0,0,2,13,0,,,3,88,,0
241032,Wapiti fumé,Wapiti_fume,182001,"wapiti, eau, sel, glucose, phosphate de sodium, erythorbate, nitrite, bicarbonate, épice ","wapiti, eau, sel, glucose, [...]","Assez pour deux sandwiches smoked meat, une grosse salade, une pizza ou avec une bière","Assez pour deux sandwiches smoked meat, une grosse salade, une pizza ou  [...]",103028,101136,congelo,"2020-10-15 20:28:55",0,1,1,1,1,2120354656,1,0,0,0,0,0,0,2,13,0,,,4,26,,0
241035,Foie gras cru entier,Foie_gras_cru_entier,151001,foie gras,,Le foie gras frais se conserve 2 semaines au réfrigérateur. Les foies congelés peuvent se conserver jusqu’à 2 ans au congélateur.,Le foie gras frais se conserve 2 semaines au réfrigérateur. Les foies  [...],96180,104015,congelo,"2013-02-11 17:54:57",0,1,1,0,0,2120354283,1,0,0,0,0,0,0,3,23,0,,,3,2,,0
241036,Foie gras cuit en verrine ,Foie_gras_cuit_en_verrine,151001,"foie gras, sel, poivre",,À servir sur un pain baguette en entrée.  Vous pouvez ajouter de la fleur de sel ou une gelée d'abricot ou confit d'oignon en accompagnement si désiré.,À servir sur un pain baguette en entrée.  Vous pouvez ajouter de la fleur  [...],103028,104004,frigo,"2020-01-03 18:12:52",0,1,1,0,0,2120354284,1,0,0,0,0,0,0,3,23,0,,,4,2,,0
241040,Caramel à l'érable,Caramel_a_lerable,184008,"sirop d'érable, glucose, lait condensé sucré","sirop d'érable, glucose,  [...]","Ce caramel à l'érable vous convaicra de l'adopter par lui-même. Délicieux, raffiné et très goûteux, vous pourrez l'utiliser au petit déjeuner comme sur les desserts glacés ou en simple coulis sur des gâteaux. Une belle découverte pour les amateurs de caramel ! Conserver au congélateur 3 mois, 1 mois au réfrigérateur.","Ce caramel à l'érable vous convaicra de l'adopter par lui-même. Délicieux,  [...]",667014,1085199426,congelo,"2012-03-09 21:27:26",0,0,0,0,0,2120353923,1,0,0,0,0,0,0,2,3,0,,,1,3,,0
241043,Tartinade de Sapin baumier,Tartinade_de_Sapin_baumier,189007,"décoction de bourgeons et rameaux de sapin, eau, sucre brun de canne, agar-agar et acide citrique.",décoction de bourgeons et  [...],"l'Agar-agar comme gélifiant, c'est une algue riche en fer et en calcium. Les bourgeons de sapin ont des propriétés anti-virales.","l'Agar-agar comme gélifiant, c'est une algue riche en fer et en calcium.  [...]",667014,1085199429,tablette,"2016-09-16 21:37:55",0,0,0,0,0,1003152,0,0,0,0,0,0,0,2,20,0,,,11,2,,0
241046,Tisane de rameaux de Prêle des champs ,Tisane_de_rameaux_de_Prele_des_champs,189007,rameaux de prêle des champs  séchés,rameaux de prêle des champs  [...],"Une préparation par décortion de 50 minutes ou bien en moudre une pincée dans le moulin à café avec d'autres graines ou l'utilisé dans les aliments comme épice. La consommation est de 3 jours/semaine, se consomme pendant toute l`année ou au besoin. Riche en silice , aide à assimiler le calcium ",Une préparation par décortion de 50 minutes ou bien en moudre une pincée  [...],103026,94130,tablette,"2018-06-10 22:33:06",0,0,0,0,0,184039,1,0,0,0,0,0,0,2,8,0,,,12,2,,0
241056,Fèves au foie gras,Feves_au_foie_gras,151001,"haricots, bouillon de canard, foie gras de canard,  sirop d'érable, mélasse, oignon, ail,feuille de laurier","haricots, bouillon de canard, [...]",Prenez plaisir à les déguster quand bon vous semble. Réchauffer lentement dans une casserole couverte sur la cuisinière jusqu'à la température désirée. ,Prenez plaisir à les déguster quand bon vous semble. Réchauffer lentement  [...],101141,94133,frigo,"2016-04-29 18:30:35",0,1,1,0,0,2120354280,0,0,0,0,0,0,0,3,23,0,,,5,2,,0
241059,Tarte aux fraises (cuite),Tarte_aux_fraises_cuite,194001,"fraises, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. ","fraises, sirop d'érable,  [...]","Tarte de 9'' de 600g minimum, cuite, prête à manger. ",,101147,104008,frigo,"2012-03-10 18:52:30",0,0,0,0,0,508010,0,0,0,0,0,0,0,1,23,0,,,1,2,,0
241060,Tarte aux fraises et à la rhubarbe (congelée),Tarte_aux_fraises_et_a_la_rhubarbe_congelee,194001,"fraises, rhubarbe, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. ","fraises, rhubarbe, sirop  [...]","Tarte de 9'' de 600g minimum, prête à cuire. Cuire congelée à 375 degrés au centre bas du four pendant 30 min.","Tarte de 9'' de 600g minimum, prête à cuire. Cuire congelée à 375 degrés  [...]",101147,104008,congelo,"2012-03-10 18:54:07",0,0,0,0,0,528001,1,0,0,0,0,0,0,1,23,0,,,2,2,,0
241061,Tarte aux pommes et au sucre à la crème (congelée),Tarte_aux_pommes_et_au_sucre_a_la_creme_congelee,194001,"pommes, sirop d'érable, crème, sucre, amidon. croute: farine de blé enrichie, graisse végétale, eau, oeuf, lait, vinaigre, sel. ","pommes, sirop d'érable, crème, [...]","Tarte de 9'' de 625g au moins, prête à cuire. Cuire congelée à 375 degrés au centre bas du four pendant 30 min.","Tarte de 9'' de 625g au moins, prête à cuire. Cuire congelée à 375 degrés  [...]",101147,104008,congelo,"2012-03-10 19:04:02",0,0,0,0,0,495058,1,0,0,0,0,0,0,1,23,0,,,3,2,,0
241077,Sauce rosée,Sauce_rosee,161020,"tomate, oignon, carotte, ail, crème, pesto, amidon de maïs","tomate, oignon, carotte,  [...]",Sauce tomatée et crémeuse vendue en sachet sous-vide.,,94134,1085199431,frigo,"2017-01-27 18:14:56",0,1,0,0,0,2120353530,1,0,0,0,0,0,0,2,10,0,,,1,2,"2020-04-18 03:28:59",0
241080,Chocolat au lait  38% pour cuisiner,Chocolat_au_lait_38_pour_cuisiner,161020," sucre de canne roux, beurre de cacao, lait entier en poudre, pâte de cacao, vanille en poudre "," sucre de canne roux, beurre  [...]","Pastilles de chocolat au lait Barry à 38% de cacao, parfait pour la réalisation de desserts, fondues (avec un ajout de beurre de cacao) ou même pour déguster tel quel.

Il ne contient aucune lécithine.

Peut contenir des traces de noix ou de produits laitiers.","Pastilles de chocolat au lait Barry à 38% de cacao, parfait pour la réalisation  [...]",189010,183039,tablette,"2012-03-11 22:51:47",1,1,0,0,0,2120353449,1,0,0,0,0,0,0,2,10,0,,,2,2,,0
